Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега;Dir_X;Dir_Y;Dir_Z
-1.000000;-1.000000;1.000000;7.865757;neutron;0.000000;0.87;0.46;0.19
-1.000000;-1.000000;1.000000;0.200000;alpha;0.000000;-0.36;-0.67;-0.65
-1.000000;-1.000000;1.000000;8.855200;alpha;0.000000;0.56;-0.70;-0.44
-1.000000;-1.000000;1.000000;0.200000;alpha;0.000000;-0.61;-0.64;-0.46
-1.000000;-1.000000;1.000000;0.200000;alpha;0.000000;-0.04;-0.26;-0.97
-1.000000;-1.000000;1.000000;6.270934;neutron;0.000000;0.94;-0.03;-0.33
-1.000000;-1.000000;1.000000;0.300000;neutron;0.000000;-0.43;0.65;0.62
-1.000000;-1.000000;1.000000;0.300000;neutron;2.731681;-0.68;-0.02;0.73
-1.000000;-1.000000;1.000000;6.375950;neutron;2.930983;-0.54;-0.49;0.68
-1.000000;-1.000000;1.000000;4.028463;neutron;0.000000;0.10;-0.45;-0.89
-1.000000;-1.000000;1.000000;0.300000;neutron;0.000000;0.37;-0.71;-0.61
-1.000000;-1.000000;1.000000;0.300000;neutron;0.000000;-1.00;0.04;-0.01
-1.000000;-1.000000;1.000000;0.300000;neutron;2.235722;-0.22;-0.89;0.39
-1.000000;-1.000000;1.000000;2.013005;neutron;0.000000;-0.55;-0.81;-0.22
-1.000000;-1.000000;1.000000;6.034577;neutron;0.000000;-0.90;0.35;-0.25
-1.000000;-1.000000;1.000000;0.300000;alpha;0.000000;0.26;0.88;0.40
-1.000000;-1.000000;1.000000;4.857979;alpha;0.000000;0.10;0.38;0.92
-1.000000;-1.000000;1.000000;0.635204;alpha;0.000000;-0.67;0.58;-0.47
-1.000000;-1.000000;1.000000;0.300000;alpha;0.000000;-0.96;0.07;-0.29
-1.000000;-1.000000;1.000000;8.722901;neutron;0.000000;-0.55;0.22;-0.81
-1.000000;-1.000000;1.000000;0.400000;neutron;2.361396;-0.85;-0.22;0.48
-1.000000;-1.000000;1.000000;4.368489;neutron;0.000000;0.54;-0.32;0.78
-1.000000;-1.000000;1.000000;0.400000;neutron;2.477858;-0.40;-0.44;0.81
-1.000000;-1.000000;1.000000;0.400000;neutron;0.000000;-0.95;-0.28;-0.12
-1.000000;-1.000000;1.000000;5.130065;neutron;0.000000;-0.97;-0.01;-0.26
-1.000000;-1.000000;1.000000;0.400000;neutron;0.000000;0.08;-0.55;0.83
-1.000000;-1.000000;1.000000;0.400000;alpha;0.000000;0.90;-0.25;0.35
-1.000000;-1.000000;1.000000;0.400000;alpha;0.000000;-0.85;0.45;0.27
-1.000000;-1.000000;1.000000;8.701377;alpha;0.000000;-0.02;-0.98;-0.19
-1.000000;-1.000000;1.000000;0.911326;alpha;0.000000;-0.65;0.45;0.61
-1.000000;-1.000000;1.000000;0.500000;neutron;0.000000;-0.58;-0.46;-0.67
-1.000000;-1.000000;1.000000;0.500000;neutron;0.000000;-0.17;0.74;-0.65
-1.000000;-1.000000;1.000000;8.314835;neutron;0.000000;-0.38;0.07;0.92
-1.000000;-1.000000;1.000000;2.537132;neutron;0.000000;-0.83;0.56;-0.00
-1.000000;-1.000000;1.000000;0.500000;neutron;2.163191;-0.92;-0.07;0.37
-1.000000;-1.000000;1.000000;1.402479;neutron;0.000000;0.26;0.89;0.38
-1.000000;-1.000000;1.000000;5.356253;neutron;0.000000;-0.60;0.55;-0.58
-1.000000;-1.000000;1.000000;0.500000;neutron;0.000000;-0.69;0.06;0.72
-1.000000;-1.000000;1.000000;0.500000;neutron;0.000000;-0.99;-0.11;-0.02
-1.000000;-1.000000;1.000000;3.412058;alpha;2.970299;-0.50;-0.67;0.55
-1.000000;-1.000000;1.000000;1.238668;alpha;0.000000;0.49;-0.87;-0.08
-1.000000;-1.000000;1.000000;0.500000;alpha;0.000000;0.00;-0.81;0.58
-1.000000;-1.000000;1.000000;2.064010;alpha;0.000000;-0.87;-0.49;-0.01
-1.000000;-1.000000;1.000000;8.173422;alpha;0.000000;-0.93;0.17;-0.32
-1.000000;-1.000000;1.000000;2.692257;neutron;0.000000;-0.96;-0.27;-0.03
-1.000000;-1.000000;1.000000;2.955809;neutron;0.000000;0.11;-0.94;0.31
-1.000000;-1.000000;1.000000;0.600000;neutron;0.000000;0.67;0.74;0.01
-1.000000;-1.000000;1.000000;0.600000;neutron;0.000000;-0.28;0.18;-0.94
-1.000000;-1.000000;1.000000;0.600000;neutron;0.000000;0.50;0.81;0.30
-1.000000;-1.000000;1.000000;6.409667;neutron;0.000000;-0.65;0.74;-0.16
-1.000000;-1.000000;1.000000;0.600000;neutron;0.000000;0.48;0.18;0.86
-1.000000;-1.000000;1.000000;3.743175;alpha;0.000000;-0.46;-0.30;-0.84
-1.000000;-1.000000;1.000000;0.600000;alpha;0.000000;0.57;-0.78;0.25
-1.000000;-1.000000;1.000000;0.600000;alpha;0.000000;-0.78;0.22;0.59
-1.000000;-1.000000;1.000000;0.600000;alpha;0.000000;0.33;0.67;0.66
-1.000000;-1.000000;1.000000;0.600000;alpha;0.000000;0.34;-0.05;0.94
-1.000000;-1.000000;1.000000;0.700000;neutron;0.000000;-0.76;0.25;-0.59
-1.000000;-1.000000;1.000000;0.700000;neutron;2.103142;-0.95;-0.09;0.30
-1.000000;-1.000000;1.000000;0.700000;neutron;0.000000;0.27;0.69;0.67
-1.000000;-1.000000;1.000000;2.406919;neutron;0.000000;0.60;-0.51;0.62
-1.000000;-1.000000;1.000000;0.700000;neutron;0.000000;-0.72;0.64;-0.28
-1.000000;-1.000000;1.000000;0.700000;neutron;2.130637;-0.03;-0.94;0.34
-1.000000;-1.000000;1.000000;4.815151;neutron;2.228501;-0.90;-0.17;0.41
-1.000000;-1.000000;1.000000;3.859125;neutron;0.000000;-0.32;0.90;0.30
-1.000000;-1.000000;1.000000;0.700000;neutron;0.000000;0.52;-0.64;0.57
-1.000000;-1.000000;1.000000;8.085895;alpha;0.000000;0.14;0.71;0.69
-1.000000;-1.000000;1.000000;4.215965;alpha;0.000000;0.67;-0.14;-0.73
-1.000000;-1.000000;1.000000;1.365136;alpha;0.000000;-0.23;0.97;-0.06
-1.000000;-1.000000;1.000000;5.716632;alpha;0.000000;0.79;-0.51;-0.35
-1.000000;-1.000000;1.000000;2.505661;neutron;0.000000;0.06;0.89;0.45
-1.000000;-1.000000;1.000000;10.371744;neutron;0.000000;0.29;-0.25;-0.92
-1.000000;-1.000000;1.000000;7.188805;neutron;0.000000;-0.66;-0.72;-0.21
-1.000000;-1.000000;1.000000;8.018575;neutron;0.000000;0.61;0.35;0.71
-1.000000;-1.000000;1.000000;0.800000;neutron;0.000000;0.72;-0.37;-0.59
-1.000000;-1.000000;1.000000;0.800000;neutron;2.802436;-0.21;-0.71;0.67
-1.000000;-1.000000;1.000000;0.800000;neutron;0.000000;0.56;0.76;0.32
-1.000000;-1.000000;1.000000;3.576105;neutron;0.000000;0.29;-0.05;-0.95
-1.000000;-1.000000;1.000000;1.914683;neutron;0.000000;-0.83;-0.03;-0.56
-1.000000;-1.000000;1.000000;0.800000;neutron;2.671394;-0.48;-0.75;0.46
-1.000000;-1.000000;1.000000;0.800000;alpha;0.000000;-0.09;0.66;0.74
-1.000000;-1.000000;1.000000;0.800000;alpha;0.000000;0.34;-0.41;0.85
-1.000000;-1.000000;1.000000;3.281061;alpha;0.000000;0.51;0.13;0.85
-1.000000;-1.000000;1.000000;5.970249;alpha;0.000000;0.91;-0.14;0.40
-1.000000;-1.000000;1.000000;7.263467;alpha;0.000000;-0.84;0.23;-0.49
-1.000000;-1.000000;1.000000;0.900000;neutron;0.000000;0.07;-0.28;0.96
-1.000000;-1.000000;1.000000;5.111572;neutron;0.000000;0.56;-0.27;-0.79
-1.000000;-1.000000;1.000000;6.813302;neutron;0.000000;-0.79;0.55;-0.28
-1.000000;-1.000000;1.000000;4.408400;neutron;2.551267;-0.78;-0.62;0.06
-1.000000;-1.000000;1.000000;4.111284;neutron;0.000000;0.86;-0.46;-0.21
-1.000000;-1.000000;1.000000;0.900000;neutron;0.000000;0.18;-0.62;-0.76
-1.000000;-1.000000;1.000000;4.485635;neutron;0.000000;-0.23;0.68;0.70
-1.000000;-1.000000;1.000000;0.900000;neutron;0.000000;0.59;0.79;0.16
-1.000000;-1.000000;1.000000;9.165484;alpha;0.000000;-0.33;-0.80;-0.50
-1.000000;-1.000000;1.000000;0.900000;alpha;0.000000;0.88;-0.45;-0.13
-1.000000;-1.000000;1.000000;0.900000;alpha;0.000000;-0.40;0.02;0.91
-1.000000;-1.000000;1.000000;4.036838;alpha;0.000000;-0.09;-0.35;-0.93
-1.000000;-1.000000;1.000000;9.264623;neutron;0.000000;0.71;0.68;0.20
-1.000000;-1.000000;1.000000;9.872379;neutron;0.000000;0.04;-0.26;0.97
-1.000000;-1.000000;1.000000;1.000000;neutron;0.000000;0.57;-0.36;-0.74
-1.000000;-1.000000;1.000000;1.000000;neutron;0.000000;0.13;-0.91;-0.39
-1.000000;-1.000000;1.000000;1.176726;neutron;0.000000;-0.35;0.89;0.31
-1.000000;-1.000000;1.000000;1.000000;neutron;2.642945;-0.76;-0.63;0.17
-1.000000;-1.000000;1.000000;1.000000;alpha;0.000000;0.07;-0.94;0.34
-1.000000;-1.000000;1.000000;1.000000;alpha;0.000000;-0.31;-0.64;-0.70
-1.000000;-1.000000;1.000000;1.361441;alpha;2.973366;-0.42;-0.67;0.61
-1.000000;-1.000000;1.000000;10.671116;alpha;0.000000;0.43;-0.90;0.13
-1.000000;-1.000000;1.000000;1.130301;alpha;0.000000;0.84;0.51;0.17
-1.000000;-1.000000;1.000000;1.100000;neutron;0.000000;-0.27;0.82;-0.50
-1.000000;-1.000000;1.000000;2.429241;neutron;2.520030;-0.61;-0.02;0.79
-1.000000;-1.000000;1.000000;4.793523;neutron;0.000000;-0.14;0.97;-0.20
-1.000000;-1.000000;1.000000;8.367587;neutron;0.000000;0.41;-0.88;0.25
-1.000000;-1.000000;1.000000;9.330540;neutron;2.756777;-0.73;-0.37;0.58
-1.000000;-1.000000;1.000000;1.100000;neutron;0.000000;0.58;0.36;0.73
-1.000000;-1.000000;1.000000;1.100000;neutron;0.000000;-0.95;-0.14;-0.28
-1.000000;-1.000000;1.000000;1.675831;neutron;0.000000;0.20;-0.97;0.11
-1.000000;-1.000000;1.000000;1.100000;neutron;0.000000;-0.39;-0.35;-0.85
-1.000000;-1.000000;1.000000;9.631734;neutron;0.000000;-0.50;0.86;-0.13
-1.000000;-1.000000;1.000000;7.014322;alpha;0.000000;0.48;-0.79;-0.37
-1.000000;-1.000000;1.000000;10.859960;alpha;0.000000;0.83;-0.33;0.46
-1.000000;-1.000000;1.000000;1.100000;alpha;0.000000;0.69;-0.07;-0.72
-1.000000;-1.000000;1.000000;7.673253;neutron;0.000000;-0.16;-0.38;-0.91
-1.000000;-1.000000;1.000000;1.200000;neutron;0.000000;-0.80;-0.42;-0.43
-1.000000;-1.000000;1.000000;5.393785;neutron;0.000000;-0.03;-0.17;-0.98
-1.000000;-1.000000;1.000000;6.128701;neutron;0.000000;0.83;-0.55;-0.10
-1.000000;-1.000000;1.000000;4.606438;neutron;2.152714;-0.04;-0.93;0.37
-1.000000;-1.000000;1.000000;3.012918;neutron;0.000000;-0.28;0.24;0.93
-1.000000;-1.000000;1.000000;5.613982;neutron;0.000000;-0.20;0.44;-0.87
-1.000000;-1.000000;1.000000;1.200000;neutron;0.000000;0.78;-0.61;0.15
-1.000000;-1.000000;1.000000;1.200000;neutron;0.000000;-0.42;0.91;0.01
-1.000000;-1.000000;1.000000;3.040924;alpha;0.000000;0.17;-0.37;-0.91
-1.000000;-1.000000;1.000000;1.200000;alpha;0.000000;0.20;-0.88;0.42
-1.000000;-1.000000;1.000000;2.900717;alpha;0.000000;-0.80;0.51;-0.31
-1.000000;-1.000000;1.000000;3.907253;alpha;0.000000;-0.30;0.44;0.85
-1.000000;-1.000000;1.000000;5.256899;alpha;2.347474;-0.49;-0.18;0.85
-1.000000;-1.000000;1.000000;4.101225;neutron;0.000000;0.78;-0.46;0.43
-1.000000;-1.000000;1.000000;1.300000;neutron;0.000000;-0.84;0.54;-0.02
-1.000000;-1.000000;1.000000;11.097269;neutron;0.000000;-0.42;0.40;-0.81
-1.000000;-1.000000;1.000000;1.300000;neutron;0.000000;-0.26;0.95;0.16
-1.000000;-1.000000;1.000000;7.558594;neutron;2.254959;-0.19;-0.89;0.42
-1.000000;-1.000000;1.000000;3.898049;neutron;0.000000;-0.96;-0.28;-0.09
-1.000000;-1.000000;1.000000;1.300000;neutron;0.000000;0.88;-0.47;-0.08
-1.000000;-1.000000;1.000000;1.300000;neutron;0.000000;-0.95;0.25;-0.17
-1.000000;-1.000000;1.000000;1.300000;neutron;0.000000;-0.66;-0.30;-0.69
-1.000000;-1.000000;1.000000;1.300000;neutron;0.000000;-0.62;0.19;0.76
-1.000000;-1.000000;1.000000;2.181609;alpha;2.419143;-0.83;-0.43;0.36
-1.000000;-1.000000;1.000000;9.468210;alpha;2.623109;-0.44;-0.48;0.76
-1.000000;-1.000000;1.000000;1.300000;alpha;0.000000;-0.59;0.23;0.77
-1.000000;-1.000000;1.000000;1.300000;alpha;0.000000;-0.89;0.39;-0.25
-1.000000;-1.000000;1.000000;5.424471;neutron;0.000000;0.39;0.28;0.88
-1.000000;-1.000000;1.000000;4.819773;neutron;0.000000;0.74;-0.05;0.67
-1.000000;-1.000000;1.000000;7.162805;neutron;0.000000;-0.53;-0.18;-0.83
-1.000000;-1.000000;1.000000;7.746152;neutron;2.591138;-0.48;-0.77;0.42
-1.000000;-1.000000;1.000000;1.400000;neutron;0.000000;-0.96;0.23;0.17
-1.000000;-1.000000;1.000000;8.106485;neutron;0.000000;0.08;0.81;0.57
-1.000000;-1.000000;1.000000;1.400000;neutron;0.000000;0.54;-0.11;0.83
-1.000000;-1.000000;1.000000;1.400000;neutron;0.000000;0.91;0.38;0.14
-1.000000;-1.000000;1.000000;2.149375;alpha;0.000000;-0.11;-0.44;-0.89
-1.000000;-1.000000;1.000000;5.650267;alpha;2.210479;-0.90;-0.12;0.41
-1.000000;-1.000000;1.000000;8.727815;alpha;0.000000;0.08;-0.70;-0.71
-1.000000;-1.000000;1.000000;1.400000;alpha;0.000000;-0.55;-0.76;-0.36
-1.000000;-1.000000;1.000000;9.396295;alpha;0.000000;-0.60;0.09;0.80
-1.000000;-1.000000;1.000000;1.500000;neutron;0.000000;0.28;-0.92;-0.25
-1.000000;-1.000000;1.000000;1.500000;neutron;0.000000;-0.74;-0.08;-0.66
-1.000000;-1.000000;1.000000;1.500000;neutron;0.000000;0.37;0.80;0.47
-1.000000;-1.000000;1.000000;10.200625;neutron;0.000000;-0.64;-0.73;-0.24
-1.000000;-1.000000;1.000000;9.735662;neutron;0.000000;0.32;0.89;0.32
-1.000000;-1.000000;1.000000;6.864550;neutron;0.000000;-0.95;-0.22;-0.23
-1.000000;-1.000000;1.000000;3.606575;neutron;0.000000;0.12;0.74;0.66
-1.000000;-1.000000;1.000000;10.818532;alpha;0.000000;-0.90;-0.28;-0.33
-1.000000;-1.000000;1.000000;1.500000;alpha;0.000000;-0.12;-0.82;-0.56
-1.000000;-1.000000;1.000000;1.500000;alpha;0.000000;0.72;0.40;0.56
-1.000000;-1.000000;1.000000;1.500000;alpha;0.000000;-0.85;0.26;-0.45
-1.000000;-1.000000;1.000000;6.139977;alpha;0.000000;-0.42;-0.07;-0.91
-1.000000;-1.000000;1.000000;10.972128;neutron;0.000000;0.59;-0.16;0.79
-1.000000;-1.000000;1.000000;1.600000;neutron;0.000000;-0.47;0.65;0.60
-1.000000;-1.000000;1.000000;7.669663;neutron;0.000000;-0.09;-0.22;-0.97
-1.000000;-1.000000;1.000000;7.510925;neutron;0.000000;-0.50;0.38;0.78
-1.000000;-1.000000;1.000000;4.898401;neutron;0.000000;0.76;-0.09;-0.65
-1.000000;-1.000000;1.000000;1.600000;neutron;0.000000;-0.69;-0.18;-0.70
-1.000000;-1.000000;1.000000;6.734287;neutron;0.000000;-0.40;0.25;-0.88
-1.000000;-1.000000;1.000000;7.721934;neutron;0.000000;-0.70;-0.60;-0.40
-1.000000;-1.000000;1.000000;7.708459;neutron;0.000000;0.07;-0.64;-0.76
-1.000000;-1.000000;1.000000;1.600000;neutron;0.000000;-0.55;0.68;-0.48
-1.000000;-1.000000;1.000000;6.072184;alpha;0.000000;-0.05;0.05;-1.00
-1.000000;-1.000000;1.000000;1.600000;alpha;2.228728;-0.90;-0.40;0.18
-1.000000;-1.000000;1.000000;1.600000;alpha;0.000000;-0.54;0.42;-0.73
-1.000000;-1.000000;1.000000;6.168551;neutron;0.000000;0.51;-0.63;0.59
-1.000000;-1.000000;1.000000;4.062769;neutron;2.811540;-0.71;-0.55;0.44
-1.000000;-1.000000;1.000000;1.700000;neutron;0.000000;0.62;-0.15;0.77
-1.000000;-1.000000;1.000000;4.513250;neutron;0.000000;0.67;-0.74;0.10
-1.000000;-1.000000;1.000000;1.700000;neutron;0.000000;0.64;0.42;0.64
-1.000000;-1.000000;1.000000;3.599431;neutron;0.000000;-0.24;0.92;-0.32
-1.000000;-1.000000;1.000000;1.700000;neutron;0.000000;-0.10;0.26;0.96
-1.000000;-1.000000;1.000000;3.659281;neutron;0.000000;0.34;-0.93;-0.14
-1.000000;-1.000000;1.000000;1.700000;alpha;3.100121;-0.65;-0.54;0.54
-1.000000;-1.000000;1.000000;1.700000;alpha;0.000000;-0.18;0.29;0.94
-1.000000;-1.000000;1.000000;1.700000;alpha;0.000000;-0.37;0.91;0.20
-1.000000;-1.000000;1.000000;1.800000;neutron;0.000000;-0.19;0.50;0.85
-1.000000;-1.000000;1.000000;10.598815;neutron;0.000000;0.21;0.70;0.68
-1.000000;-1.000000;1.000000;1.800000;neutron;0.000000;-0.03;-0.68;-0.73
-1.000000;-1.000000;1.000000;11.472664;neutron;0.000000;-0.45;0.76;0.46
-1.000000;-1.000000;1.000000;1.800000;neutron;0.000000;-0.88;0.40;0.26
-1.000000;-1.000000;1.000000;1.800000;neutron;0.000000;0.21;-0.80;0.57
-1.000000;-1.000000;1.000000;1.800000;neutron;2.171011;-0.92;-0.36;0.15
-1.000000;-1.000000;1.000000;4.270597;neutron;0.000000;0.77;-0.24;0.59
-1.000000;-1.000000;1.000000;5.738837;neutron;0.000000;0.79;-0.50;-0.35
-1.000000;-1.000000;1.000000;6.274541;alpha;2.859727;-0.22;-0.70;0.68
-1.000000;-1.000000;1.000000;1.800000;alpha;0.000000;1.00;-0.07;-0.05
-1.000000;-1.000000;1.000000;8.204403;alpha;0.000000;0.38;0.83;0.41
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;0.78;-0.61;0.10
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;0.35;-0.51;-0.79
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;0.20;-0.98;0.07
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;0.66;-0.75;0.08
-1.000000;-1.000000;1.000000;9.114715;neutron;0.000000;-0.58;-0.38;-0.72
-1.000000;-1.000000;1.000000;3.564444;neutron;0.000000;0.32;-0.95;-0.05
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;0.27;-0.67;0.69
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;0.84;0.35;0.41
-1.000000;-1.000000;1.000000;1.900000;neutron;0.000000;-0.05;0.63;0.78
-1.000000;-1.000000;1.000000;3.945282;neutron;0.000000;0.75;0.27;0.61
-1.000000;-1.000000;1.000000;1.900000;alpha;2.216338;-0.90;-0.21;0.38
-1.000000;-1.000000;1.000000;1.900000;alpha;0.000000;-0.85;-0.47;-0.24
-1.000000;-1.000000;1.000000;10.768252;alpha;0.000000;0.08;0.78;0.62
-1.000000;-1.000000;1.000000;2.685321;neutron;2.621023;-0.60;-0.76;0.24
-1.000000;-1.000000;1.000000;2.000000;neutron;3.159906;-0.47;-0.61;0.63
-1.000000;-1.000000;1.000000;2.000000;neutron;0.000000;0.76;-0.35;0.54
-1.000000;-1.000000;1.000000;2.000000;neutron;0.000000;-0.41;0.87;-0.29
-1.000000;-1.000000;1.000000;2.000000;neutron;0.000000;-0.68;-0.24;-0.69
-1.000000;-1.000000;1.000000;6.619538;neutron;0.000000;-0.78;0.46;0.42
-1.000000;-1.000000;1.000000;9.618694;neutron;0.000000;-0.71;0.49;-0.51
-1.000000;-1.000000;1.000000;4.864666;neutron;0.000000;-0.61;0.66;-0.44
-1.000000;-1.000000;1.000000;2.000000;neutron;2.748825;-0.69;-0.00;0.73
-1.000000;-1.000000;1.000000;2.180464;neutron;2.525035;-0.49;-0.36;0.79
-1.000000;-1.000000;1.000000;9.727734;alpha;0.000000;-0.66;0.49;-0.57
-1.000000;-1.000000;1.000000;2.000000;alpha;0.000000;0.41;0.91;0.08
-1.000000;-1.000000;1.000000;2.000000;alpha;2.463240;-0.48;-0.33;0.81
-1.000000;-1.000000;1.000000;2.100000;neutron;0.000000;0.31;0.15;0.94
-1.000000;-1.000000;1.000000;2.100000;neutron;0.000000;0.89;-0.45;0.07
-1.000000;-1.000000;1.000000;10.363328;neutron;0.000000;0.88;0.41;0.23
-1.000000;-1.000000;1.000000;8.245398;neutron;0.000000;-0.41;0.83;0.38
-1.000000;-1.000000;1.000000;4.297356;neutron;0.000000;0.32;-0.90;0.30
-1.000000;-1.000000;1.000000;8.258022;neutron;2.712579;-0.45;-0.51;0.74
-1.000000;-1.000000;1.000000;2.100000;neutron;3.153457;-0.46;-0.62;0.63
-1.000000;-1.000000;1.000000;2.853874;neutron;0.000000;-0.98;0.16;-0.08
-1.000000;-1.000000;1.000000;4.798588;neutron;0.000000;-0.61;-0.49;-0.62
-1.000000;-1.000000;1.000000;2.100000;neutron;0.000000;-0.91;-0.41;-0.02
-1.000000;-1.000000;1.000000;5.908509;alpha;0.000000;0.10;-0.97;0.23
-1.000000;-1.000000;1.000000;2.100000;alpha;0.000000;0.82;-0.44;-0.36
-1.000000;-1.000000;1.000000;5.211042;alpha;0.000000;0.25;-0.96;0.13
-1.000000;-1.000000;1.000000;9.768931;alpha;0.000000;0.37;-0.04;0.93
-1.000000;-1.000000;1.000000;2.200000;neutron;0.000000;-0.26;0.29;0.92
-1.000000;-1.000000;1.000000;2.200000;neutron;0.000000;0.23;-0.67;0.70
-1.000000;-1.000000;1.000000;10.278506;neutron;0.000000;-0.23;0.82;-0.52
-1.000000;-1.000000;1.000000;2.200000;neutron;0.000000;0.00;1.00;0.06
-1.000000;-1.000000;1.000000;9.582992;neutron;2.214253;-0.90;-0.37;0.22
-1.000000;-1.000000;1.000000;2.859849;neutron;0.000000;0.06;-0.08;-1.00
-1.000000;-1.000000;1.000000;2.200000;neutron;0.000000;-0.93;0.25;-0.27
-1.000000;-1.000000;1.000000;9.533790;neutron;0.000000;-0.05;-0.46;-0.89
-1.000000;-1.000000;1.000000;7.850505;alpha;0.000000;-0.18;0.98;-0.02
-1.000000;-1.000000;1.000000;3.560604;alpha;0.000000;-0.81;0.53;0.28
-1.000000;-1.000000;1.000000;2.200000;alpha;0.000000;0.18;0.59;0.79
-1.000000;-1.000000;1.000000;4.521145;alpha;0.000000;0.33;-0.86;0.40
-1.000000;-1.000000;1.000000;7.483114;alpha;0.000000;0.76;-0.18;0.63
-1.000000;-1.000000;1.000000;7.837694;neutron;2.157290;-0.35;-0.93;0.12
-1.000000;-1.000000;1.000000;2.300000;neutron;2.943160;-0.44;-0.68;0.59
-1.000000;-1.000000;1.000000;3.333540;neutron;0.000000;-0.31;0.95;0.09
-1.000000;-1.000000;1.000000;2.300000;neutron;0.000000;-0.18;0.93;-0.31
-1.000000;-1.000000;1.000000;2.300000;neutron;0.000000;-0.01;0.14;-0.99
-1.000000;-1.000000;1.000000;2.300000;neutron;0.000000;0.66;-0.23;0.72
-1.000000;-1.000000;1.000000;2.300000;neutron;0.000000;0.59;0.80;0.14
-1.000000;-1.000000;1.000000;5.351962;neutron;0.000000;-0.65;-0.47;-0.59
-1.000000;-1.000000;1.000000;3.185935;neutron;0.000000;-0.07;-0.49;-0.87
-1.000000;-1.000000;1.000000;2.300000;neutron;2.729856;-0.73;-0.60;0.31
-1.000000;-1.000000;1.000000;2.300000;alpha;0.000000;0.49;0.73;0.47
-1.000000;-1.000000;1.000000;2.300000;alpha;2.432390;-0.57;-0.06;0.82
-1.000000;-1.000000;1.000000;7.007662;alpha;0.000000;0.19;-0.65;0.73
-1.000000;-1.000000;1.000000;4.253225;alpha;0.000000;0.67;-0.61;-0.43
-1.000000;-1.000000;1.000000;2.400000;neutron;0.000000;0.14;-0.71;0.69
-1.000000;-1.000000;1.000000;2.400000;neutron;0.000000;-0.02;-0.95;-0.31
-1.000000;-1.000000;1.000000;2.400000;neutron;0.000000;-0.91;0.33;0.26
-1.000000;-1.000000;1.000000;6.686835;neutron;0.000000;-0.95;0.27;0.16
-1.000000;-1.000000;1.000000;2.400000;neutron;0.000000;-0.76;-0.62;-0.21
-1.000000;-1.000000;1.000000;2.400000;neutron;0.000000;0.25;0.54;0.81
-1.000000;-1.000000;1.000000;6.311765;neutron;0.000000;0.85;0.40;0.35
-1.000000;-1.000000;1.000000;5.692101;neutron;0.000000;-0.87;-0.44;-0.22
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;-0.44;0.38;0.82
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;0.25;0.97;0.01
-1.000000;-1.000000;1.000000;8.606489;alpha;0.000000;-0.17;0.19;0.97
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;-0.34;-0.32;-0.88
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;0.51;-0.26;0.82
-0.500000;-0.500000;1.000000;4.912208;neutron;0.520338;0.96;0.28;0.00
-0.500000;-0.500000;1.000000;0.000000;neutron;2.555635;-0.59;-0.50;0.64
-0.500000;-0.500000;1.000000;7.620197;neutron;0.640840;0.78;-0.24;0.58
-0.500000;-0.500000;1.000000;9.225587;neutron;0.515142;0.11;0.97;0.21
-0.500000;-0.500000;1.000000;0.000000;neutron;0.509144;-0.18;0.98;0.06
-0.500000;-0.500000;1.000000;5.895060;neutron;1.156263;0.43;-0.07;0.90
-0.500000;-0.500000;1.000000;0.000000;neutron;0.836240;-0.06;0.60;0.80
-0.500000;-0.500000;1.000000;3.425499;neutron;0.988731;0.51;0.29;0.81
-0.500000;-0.500000;1.000000;0.000000;alpha;0.595218;0.84;0.16;0.52
-0.500000;-0.500000;1.000000;0.000000;alpha;0.548559;0.91;-0.02;0.41
-0.500000;-0.500000;1.000000;2.290545;neutron;0.755193;0.66;0.39;0.64
-0.500000;-0.500000;1.000000;9.647229;neutron;0.528849;0.95;0.01;0.33
-0.500000;-0.500000;1.000000;7.932590;neutron;1.223646;0.41;-0.11;0.91
-0.500000;-0.500000;1.000000;0.100000;neutron;0.586386;0.85;-0.19;0.49
-0.500000;-0.500000;1.000000;0.100000;alpha;0.669506;0.66;0.75;0.08
-0.500000;-0.500000;1.000000;6.839125;alpha;0.687427;0.32;0.73;0.61
-0.500000;-0.500000;1.000000;6.632250;alpha;0.521699;0.28;0.96;0.02
-0.500000;-0.500000;1.000000;0.200000;neutron;1.090632;0.46;-0.86;0.24
-0.500000;-0.500000;1.000000;4.657282;neutron;1.744064;-0.18;-0.86;0.48
-0.500000;-0.500000;1.000000;0.200000;neutron;1.550066;-0.62;0.32;0.72
-0.500000;-0.500000;1.000000;4.294687;neutron;0.788096;0.63;0.05;0.77
-0.500000;-0.500000;1.000000;7.865757;neutron;0.577020;0.87;0.46;0.19
-0.500000;-0.500000;1.000000;0.300000;neutron;0.766235;-0.43;0.65;0.62
-0.500000;-0.500000;1.000000;0.300000;neutron;2.203606;-0.68;-0.02;0.73
