Детектор_X;Детектор_Y;Детектор_Z;Время;Тип_частицы;Длина_пробега;Dir_X;Dir_Y;Dir_Z
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;-0.06;-0.80;-0.60
-1.000000;-1.000000;1.000000;2.400000;alpha;2.343021;-0.85;-0.12;0.51
-1.000000;-1.000000;1.000000;2.400000;alpha;2.022290;-0.99;-0.08;0.13
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;0.76;-0.62;-0.21
-1.000000;-1.000000;1.000000;2.400000;alpha;0.000000;-0.43;0.25;-0.87
-1.000000;-1.000000;1.000000;2.500000;neutron;0.000000;0.98;-0.08;-0.20
-1.000000;-1.000000;1.000000;2.500000;neutron;0.000000;0.84;-0.50;0.20
-1.000000;-1.000000;1.000000;9.762788;neutron;2.581478;-0.02;-0.63;0.77
-1.000000;-1.000000;1.000000;4.020567;neutron;0.000000;-0.71;-0.71;-0.06
-1.000000;-1.000000;1.000000;2.500000;neutron;0.000000;0.19;-0.29;0.94
-1.000000;-1.000000;1.000000;7.943276;neutron;0.000000;0.67;-0.71;0.21
-1.000000;-1.000000;1.000000;8.608077;neutron;0.000000;0.10;-0.18;0.98
-1.000000;-1.000000;1.000000;2.500000;neutron;0.000000;0.89;-0.08;-0.46
-1.000000;-1.000000;1.000000;2.500000;neutron;2.839934;-0.29;-0.65;0.70
-1.000000;-1.000000;1.000000;7.181945;alpha;0.000000;-0.10;-0.56;-0.82
-1.000000;-1.000000;1.000000;2.500000;alpha;2.965420;-0.66;-0.32;0.67
-1.000000;-1.000000;1.000000;5.253724;alpha;2.477155;-0.34;-0.48;0.81
-1.000000;-1.000000;1.000000;2.500000;alpha;0.000000;0.34;-0.45;0.82
-1.000000;-1.000000;1.000000;2.500000;alpha;2.124149;-0.33;-0.07;0.94
-1.000000;-1.000000;1.000000;2.600000;neutron;0.000000;0.77;-0.51;0.39
-1.000000;-1.000000;1.000000;7.017688;neutron;0.000000;0.14;-0.69;-0.71
-1.000000;-1.000000;1.000000;2.600000;neutron;2.036236;-0.14;-0.98;0.12
-1.000000;-1.000000;1.000000;5.130179;neutron;0.000000;0.25;0.50;0.83
-1.000000;-1.000000;1.000000;7.639162;neutron;0.000000;0.45;-0.68;-0.58
-1.000000;-1.000000;1.000000;2.600000;neutron;0.000000;-0.91;0.36;0.19
-1.000000;-1.000000;1.000000;2.600000;neutron;0.000000;0.64;-0.61;0.46
-1.000000;-1.000000;1.000000;9.166651;alpha;0.000000;-0.27;-0.15;-0.95
-1.000000;-1.000000;1.000000;2.600000;alpha;0.000000;-0.84;-0.37;-0.39
-1.000000;-1.000000;1.000000;10.568576;alpha;0.000000;-0.80;0.24;-0.55
-1.000000;-1.000000;1.000000;2.600000;alpha;2.247467;-0.89;-0.44;0.10
-1.000000;-1.000000;1.000000;2.700000;neutron;0.000000;0.61;-0.77;-0.21
-1.000000;-1.000000;1.000000;8.285172;neutron;0.000000;-0.96;0.06;-0.26
-1.000000;-1.000000;1.000000;10.798698;neutron;0.000000;0.91;-0.21;-0.35
-1.000000;-1.000000;1.000000;2.700000;neutron;0.000000;-0.43;-0.90;-0.05
-1.000000;-1.000000;1.000000;2.700000;neutron;0.000000;-0.28;-0.95;-0.16
-1.000000;-1.000000;1.000000;2.700000;neutron;0.000000;-0.62;-0.76;-0.22
-1.000000;-1.000000;1.000000;10.002018;neutron;0.000000;0.32;0.90;0.29
-1.000000;-1.000000;1.000000;2.700000;neutron;0.000000;0.79;0.27;0.55
-1.000000;-1.000000;1.000000;12.129092;alpha;0.000000;0.91;-0.29;-0.30
-1.000000;-1.000000;1.000000;6.975966;alpha;0.000000;-0.66;0.65;-0.37
-1.000000;-1.000000;1.000000;2.700000;alpha;0.000000;0.23;-0.74;0.63
-1.000000;-1.000000;1.000000;12.539886;neutron;2.431535;-0.82;-0.56;0.09
-1.000000;-1.000000;1.000000;2.800000;neutron;0.000000;-0.00;0.04;1.00
-1.000000;-1.000000;1.000000;2.800000;neutron;0.000000;-0.12;-0.95;-0.29
-1.000000;-1.000000;1.000000;9.401996;neutron;0.000000;0.42;-0.00;-0.91
-1.000000;-1.000000;1.000000;2.800000;neutron;0.000000;-0.61;0.12;-0.79
-1.000000;-1.000000;1.000000;6.558882;neutron;0.000000;-0.19;-0.03;-0.98
-1.000000;-1.000000;1.000000;6.577432;neutron;0.000000;-0.47;-0.31;-0.83
-1.000000;-1.000000;1.000000;2.800000;neutron;0.000000;0.47;-0.49;0.74
-1.000000;-1.000000;1.000000;9.042284;neutron;0.000000;0.92;-0.20;-0.34
-1.000000;-1.000000;1.000000;7.108359;neutron;0.000000;0.97;-0.23;0.05
-1.000000;-1.000000;1.000000;2.800000;alpha;0.000000;-0.68;0.57;-0.46
-1.000000;-1.000000;1.000000;2.800000;alpha;0.000000;-0.52;-0.85;-0.11
-1.000000;-1.000000;1.000000;2.800000;alpha;2.525094;-0.16;-0.59;0.79
-1.000000;-1.000000;1.000000;4.461447;alpha;0.000000;0.70;-0.17;-0.69
-1.000000;-1.000000;1.000000;9.269736;neutron;0.000000;-0.95;0.28;-0.13
-1.000000;-1.000000;1.000000;7.046107;neutron;0.000000;0.05;-0.68;0.73
-1.000000;-1.000000;1.000000;2.900000;neutron;0.000000;-0.89;0.46;0.03
-1.000000;-1.000000;1.000000;2.900000;neutron;0.000000;-0.54;0.70;0.46
-1.000000;-1.000000;1.000000;8.727470;neutron;2.097552;-0.95;-0.20;0.23
-1.000000;-1.000000;1.000000;2.900988;neutron;0.000000;0.86;0.31;0.40
-1.000000;-1.000000;1.000000;2.900000;neutron;0.000000;0.52;-0.81;-0.28
-1.000000;-1.000000;1.000000;11.722241;neutron;0.000000;-0.34;0.81;-0.48
-1.000000;-1.000000;1.000000;11.314402;neutron;0.000000;0.99;-0.09;0.14
-1.000000;-1.000000;1.000000;4.263259;neutron;0.000000;-0.68;-0.68;-0.26
-1.000000;-1.000000;1.000000;8.528863;alpha;0.000000;-0.50;-0.84;-0.19
-1.000000;-1.000000;1.000000;9.913134;alpha;0.000000;0.38;-0.46;-0.80
-1.000000;-1.000000;1.000000;2.900000;alpha;0.000000;-0.87;-0.42;-0.26
-1.000000;-1.000000;0.500000;9.674921;neutron;0.705339;-0.70;-0.04;-0.71
-1.000000;-1.000000;0.500000;2.687282;neutron;1.765636;-0.95;-0.10;-0.28
-1.000000;-1.000000;0.500000;0.000000;neutron;0.000000;0.89;-0.34;0.31
-1.000000;-1.000000;0.500000;9.294130;neutron;0.770267;-0.22;-0.73;-0.65
-1.000000;-1.000000;0.500000;0.000000;neutron;0.000000;0.74;-0.22;-0.64
-1.000000;-1.000000;0.500000;0.000000;neutron;0.000000;-0.34;0.78;0.53
-1.000000;-1.000000;0.500000;5.325832;alpha;0.000000;-0.54;0.84;-0.06
-1.000000;-1.000000;0.500000;5.274795;alpha;0.000000;0.92;-0.12;0.38
-1.000000;-1.000000;0.500000;0.000000;alpha;2.023706;-0.99;-0.07;0.13
-1.000000;-1.000000;0.500000;1.409978;alpha;0.000000;0.75;-0.67;-0.04
-1.000000;-1.000000;0.500000;6.130509;neutron;0.000000;-0.15;0.87;0.48
-1.000000;-1.000000;0.500000;6.060670;neutron;2.607914;-0.77;-0.62;0.16
-1.000000;-1.000000;0.500000;0.100000;neutron;0.000000;0.19;-0.85;0.49
-1.000000;-1.000000;0.500000;3.199118;neutron;2.044063;-0.98;-0.09;0.18
-1.000000;-1.000000;0.500000;1.845677;neutron;1.532359;-0.19;-0.08;0.98
-1.000000;-1.000000;0.500000;9.609535;neutron;0.000000;-0.41;0.74;-0.53
-1.000000;-1.000000;0.500000;7.864685;neutron;2.060078;-0.36;-0.58;0.73
-1.000000;-1.000000;0.500000;8.393826;neutron;0.655465;-0.31;-0.57;-0.76
-1.000000;-1.000000;0.500000;9.451970;alpha;0.000000;0.32;-0.94;0.08
-1.000000;-1.000000;0.500000;0.100000;alpha;0.000000;0.99;-0.12;-0.01
-1.000000;-1.000000;0.500000;0.200000;neutron;0.546363;-0.35;-0.20;-0.92
-1.000000;-1.000000;0.500000;5.559314;neutron;1.856187;-0.51;-0.30;0.81
-1.000000;-1.000000;0.500000;9.245993;neutron;2.141433;-0.04;-0.93;0.36
-1.000000;-1.000000;0.500000;0.200000;neutron;2.043668;-0.98;-0.20;-0.05
-1.000000;-1.000000;0.500000;2.507473;neutron;0.000000;-0.05;0.96;0.28
-1.000000;-1.000000;0.500000;0.200000;neutron;0.000000;-0.73;0.68;-0.10
-1.000000;-1.000000;0.500000;8.525916;neutron;1.366830;-0.11;-0.92;-0.37
-1.000000;-1.000000;0.500000;5.526365;neutron;1.099852;-0.23;-0.86;-0.45
-1.000000;-1.000000;0.500000;7.001156;alpha;0.000000;0.55;-0.67;-0.50
-1.000000;-1.000000;0.500000;10.000062;alpha;0.000000;-0.67;0.04;0.74
-1.000000;-1.000000;0.500000;0.200000;alpha;0.000000;0.69;-0.51;-0.51
-1.000000;-1.000000;0.500000;8.430032;alpha;0.000000;0.78;-0.25;-0.57
-1.000000;-1.000000;0.500000;2.207844;neutron;2.147958;-0.34;-0.93;-0.13
-1.000000;-1.000000;0.500000;9.374324;neutron;0.000000;0.96;-0.10;0.25
-1.000000;-1.000000;0.500000;5.117584;neutron;0.000000;-0.79;0.59;-0.17
-1.000000;-1.000000;0.500000;0.300000;neutron;0.000000;0.67;-0.19;0.72
-1.000000;-1.000000;0.500000;0.300000;neutron;2.108152;-0.28;-0.95;-0.14
-1.000000;-1.000000;0.500000;0.300000;neutron;2.484965;-0.07;-0.80;0.59
-1.000000;-1.000000;0.500000;0.300000;neutron;0.000000;-0.43;0.90;0.01
-1.000000;-1.000000;0.500000;0.300000;neutron;0.000000;-0.12;0.79;-0.60
-1.000000;-1.000000;0.500000;0.300000;alpha;0.000000;0.94;-0.35;-0.04
-1.000000;-1.000000;0.500000;5.110458;alpha;2.024820;-0.99;-0.13;-0.09
-1.000000;-1.000000;0.500000;0.300000;alpha;0.000000;0.28;-0.11;-0.95
-1.000000;-1.000000;0.500000;3.309872;neutron;0.000000;-0.09;0.83;0.55
-1.000000;-1.000000;0.500000;0.400000;neutron;2.128667;-0.94;-0.33;0.08
-1.000000;-1.000000;0.500000;0.400000;neutron;2.828451;-0.69;-0.49;0.53
-1.000000;-1.000000;0.500000;0.400000;neutron;0.000000;0.07;-0.91;0.40
-1.000000;-1.000000;0.500000;0.400000;neutron;0.000000;-0.40;0.90;-0.15
-1.000000;-1.000000;0.500000;9.144741;neutron;0.000000;-0.97;0.21;-0.12
-1.000000;-1.000000;0.500000;7.179960;neutron;0.000000;0.06;-0.11;-0.99
-1.000000;-1.000000;0.500000;0.400000;neutron;0.000000;0.79;-0.44;-0.42
-1.000000;-1.000000;0.500000;0.400000;neutron;0.000000;0.50;-0.33;0.80
-1.000000;-1.000000;0.500000;3.702462;neutron;0.000000;0.29;-0.81;0.51
-1.000000;-1.000000;0.500000;2.939487;alpha;0.803311;-0.68;-0.38;-0.62
-1.000000;-1.000000;0.500000;0.400000;alpha;1.747681;-0.27;-0.44;0.86
-1.000000;-1.000000;0.500000;0.400000;alpha;0.000000;-0.24;0.70;0.68
-1.000000;-1.000000;0.500000;9.711816;neutron;0.000000;-0.34;0.60;0.72
-1.000000;-1.000000;0.500000;0.500000;neutron;0.000000;-0.60;0.76;0.26
-1.000000;-1.000000;0.500000;7.066896;neutron;2.197705;-0.41;-0.91;0.00
-1.000000;-1.000000;0.500000;0.500000;neutron;0.000000;-0.91;0.40;-0.01
-1.000000;-1.000000;0.500000;0.500000;neutron;2.191093;-0.91;-0.06;0.40
-1.000000;-1.000000;0.500000;0.500000;neutron;2.509854;-0.39;-0.80;0.46
-1.000000;-1.000000;0.500000;0.500000;neutron;0.000000;-0.88;0.39;0.28
-1.000000;-1.000000;0.500000;10.233527;alpha;2.072574;-0.96;-0.21;0.16
-1.000000;-1.000000;0.500000;0.633854;alpha;2.343517;-0.51;-0.85;0.11
-1.000000;-1.000000;0.500000;0.500000;alpha;0.000000;-0.02;1.00;0.07
-1.000000;-1.000000;0.500000;0.600000;neutron;2.269029;-0.67;-0.34;0.66
-1.000000;-1.000000;0.500000;0.600000;neutron;1.038656;-0.76;-0.44;-0.48
-1.000000;-1.000000;0.500000;7.834636;neutron;0.721904;-0.04;-0.72;-0.69
-1.000000;-1.000000;0.500000;3.340070;neutron;2.075066;-0.25;-0.96;0.10
-1.000000;-1.000000;0.500000;0.600000;neutron;0.000000;0.59;-0.43;0.68
-1.000000;-1.000000;0.500000;0.600000;neutron;0.000000;0.05;-0.29;0.96
-1.000000;-1.000000;0.500000;2.346165;neutron;0.000000;0.54;-0.45;0.71
-1.000000;-1.000000;0.500000;1.184191;alpha;2.183317;-0.73;-0.00;0.69
-1.000000;-1.000000;0.500000;0.600000;alpha;1.095377;-0.82;-0.35;-0.46
-1.000000;-1.000000;0.500000;0.600000;alpha;0.000000;0.21;-0.72;0.66
-1.000000;-1.000000;0.500000;2.686233;neutron;2.343071;-0.85;-0.12;0.51
-1.000000;-1.000000;0.500000;10.342522;neutron;0.000000;-0.11;0.54;0.84
-1.000000;-1.000000;0.500000;0.700000;neutron;0.000000;-0.32;0.75;0.58
-1.000000;-1.000000;0.500000;8.077543;neutron;2.276982;-0.47;-0.88;-0.06
-1.000000;-1.000000;0.500000;7.576708;neutron;2.516029;-0.79;-0.18;0.58
-1.000000;-1.000000;0.500000;3.411800;neutron;1.301832;-0.11;-0.92;-0.38
-1.000000;-1.000000;0.500000;0.700000;neutron;0.000000;0.10;-0.97;-0.23
-1.000000;-1.000000;0.500000;3.431035;neutron;0.718543;-0.14;-0.70;-0.70
-1.000000;-1.000000;0.500000;0.700000;alpha;2.036823;-0.08;-0.98;-0.17
-1.000000;-1.000000;0.500000;10.209374;alpha;0.000000;0.70;-0.56;-0.45
-1.000000;-1.000000;0.500000;0.700000;alpha;0.000000;-0.12;0.68;0.72
-1.000000;-1.000000;0.500000;0.800000;neutron;0.000000;-0.69;0.56;0.45
-1.000000;-1.000000;0.500000;0.800000;neutron;0.000000;0.49;-0.84;-0.24
-1.000000;-1.000000;0.500000;1.562601;neutron;1.861199;-0.66;-0.70;-0.27
-1.000000;-1.000000;0.500000;9.706771;neutron;0.000000;-0.82;0.30;-0.49
-1.000000;-1.000000;0.500000;0.800000;neutron;0.000000;-0.47;0.76;-0.45
-1.000000;-1.000000;0.500000;0.800000;neutron;0.000000;-0.11;0.14;0.98
-1.000000;-1.000000;0.500000;0.800000;alpha;0.000000;0.10;-0.35;0.93
-1.000000;-1.000000;0.500000;5.703667;alpha;0.000000;-0.36;0.86;0.36
-1.000000;-1.000000;0.500000;5.522988;alpha;0.000000;0.48;-0.84;0.25
-1.000000;-1.000000;0.500000;0.800000;alpha;0.530880;-0.33;-0.07;-0.94
-1.000000;-1.000000;0.500000;2.670028;alpha;0.000000;0.85;-0.24;-0.47
-1.000000;-1.000000;0.500000;0.900000;neutron;0.592935;-0.30;-0.44;-0.84
-1.000000;-1.000000;0.500000;7.556182;neutron;0.000000;-0.99;0.15;0.00
-1.000000;-1.000000;0.500000;8.218872;neutron;0.000000;0.23;-0.08;0.97
-1.000000;-1.000000;0.500000;2.462455;neutron;0.000000;-0.52;0.76;-0.39
-1.000000;-1.000000;0.500000;0.900000;neutron;2.250417;-0.18;-0.89;0.42
-1.000000;-1.000000;0.500000;6.995855;neutron;0.000000;0.77;-0.16;-0.62
-1.000000;-1.000000;0.500000;0.900000;alpha;1.232262;-0.34;-0.85;-0.41
-1.000000;-1.000000;0.500000;1.959352;alpha;0.000000;-0.54;0.37;0.76
-1.000000;-1.000000;0.500000;0.900000;alpha;0.000000;-0.29;0.14;0.95
-1.000000;-1.000000;0.500000;0.900000;alpha;0.000000;0.51;-0.68;-0.53
-1.000000;-1.000000;0.500000;6.007964;neutron;0.000000;-0.73;0.36;0.59
-1.000000;-1.000000;0.500000;4.485070;neutron;0.583187;-0.50;-0.11;-0.86
-1.000000;-1.000000;0.500000;3.258179;neutron;0.000000;-0.50;0.11;0.86
-1.000000;-1.000000;0.500000;2.007592;neutron;0.000000;-0.74;0.47;0.48
-1.000000;-1.000000;0.500000;1.000000;neutron;0.000000;-0.37;0.83;-0.41
-1.000000;-1.000000;0.500000;9.138710;neutron;0.517726;-0.16;-0.20;-0.97
-1.000000;-1.000000;0.500000;5.181492;neutron;2.012856;-0.35;-0.90;-0.25
-1.000000;-1.000000;0.500000;1.000000;neutron;0.000000;0.74;-0.03;0.68
-1.000000;-1.000000;0.500000;4.096373;alpha;2.247006;-0.89;-0.43;-0.14
-1.000000;-1.000000;0.500000;6.324609;alpha;0.000000;-0.51;0.47;0.72
-1.000000;-1.000000;0.500000;3.647278;alpha;0.000000;0.58;-0.79;-0.18
-1.000000;-1.000000;0.500000;5.886013;alpha;0.000000;0.81;-0.05;0.59
-1.000000;-1.000000;0.500000;1.100000;neutron;0.000000;0.71;-0.22;0.66
-1.000000;-1.000000;0.500000;7.553184;neutron;0.000000;-0.84;0.02;0.54
-1.000000;-1.000000;0.500000;1.100000;neutron;0.000000;0.59;-0.13;0.80
-1.000000;-1.000000;0.500000;7.702247;neutron;0.000000;0.27;-0.92;-0.28
-1.000000;-1.000000;0.500000;1.100000;neutron;0.000000;-0.63;0.35;0.70
-1.000000;-1.000000;0.500000;1.100000;neutron;0.854631;-0.78;-0.24;-0.59
-1.000000;-1.000000;0.500000;1.100000;neutron;0.000000;0.89;-0.46;0.04
-1.000000;-1.000000;0.500000;6.600305;alpha;0.000000;0.54;-0.52;-0.66
-1.000000;-1.000000;0.500000;7.998401;alpha;0.535431;-0.33;-0.14;-0.93
-1.000000;-1.000000;0.500000;4.086009;alpha;2.117492;-0.31;-0.94;-0.12
-1.000000;-1.000000;0.500000;1.100000;alpha;0.000000;0.31;-0.52;0.80
-1.000000;-1.000000;0.500000;1.553269;neutron;2.606395;-0.64;-0.51;0.58
-1.000000;-1.000000;0.500000;1.200000;neutron;0.964322;-0.48;-0.71;-0.52
-1.000000;-1.000000;0.500000;1.200000;neutron;0.000000;0.77;-0.44;0.46
-1.000000;-1.000000;0.500000;1.200000;neutron;0.000000;0.84;-0.35;-0.42
-1.000000;-1.000000;0.500000;1.200000;neutron;0.000000;-0.74;0.65;-0.20
-1.000000;-1.000000;0.500000;1.200000;neutron;0.000000;-0.97;0.15;0.17
-1.000000;-1.000000;0.500000;1.200000;neutron;0.000000;-0.39;0.17;0.90
-1.000000;-1.000000;0.500000;1.200000;neutron;0.000000;-0.96;0.26;-0.05
-1.000000;-1.000000;0.500000;1.200000;alpha;0.000000;0.08;-0.00;1.00
-1.000000;-1.000000;0.500000;1.200000;alpha;0.000000;-0.33;0.76;-0.57
-1.000000;-1.000000;0.500000;1.200000;alpha;0.000000;-0.60;0.45;0.67
-1.000000;-1.000000;0.500000;11.173473;neutron;0.000000;-0.39;0.33;-0.86
-1.000000;-1.000000;0.500000;9.572280;neutron;0.000000;-0.14;0.77;0.63
-1.000000;-1.000000;0.500000;8.535350;neutron;0.000000;0.23;-0.80;0.55
-1.000000;-1.000000;0.500000;1.409381;neutron;0.000000;-0.46;0.29;-0.84
-1.000000;-1.000000;0.500000;1.300000;neutron;0.000000;-0.60;0.62;0.51
-1.000000;-1.000000;0.500000;1.300000;neutron;0.000000;-0.61;0.33;-0.72
-1.000000;-1.000000;0.500000;1.398513;neutron;2.684205;-0.57;-0.75;0.34
-1.000000;-1.000000;0.500000;6.172410;neutron;1.182272;-0.90;-0.14;-0.42
-1.000000;-1.000000;0.500000;3.960308;neutron;0.000000;0.94;-0.33;-0.07
-1.000000;-1.000000;0.500000;6.580758;neutron;0.000000;-0.14;0.00;0.99
-1.000000;-1.000000;0.500000;2.899656;alpha;0.000000;-0.22;0.90;0.37
-1.000000;-1.000000;0.500000;1.300000;alpha;0.000000;-0.73;0.68;-0.04
-1.000000;-1.000000;0.500000;1.300000;alpha;0.000000;-0.98;0.06;-0.21
-1.000000;-1.000000;0.500000;1.400000;neutron;0.000000;-0.88;0.46;-0.14
-1.000000;-1.000000;0.500000;1.400000;neutron;1.529538;-0.19;-0.04;0.98
-1.000000;-1.000000;0.500000;1.400000;neutron;0.000000;0.33;-0.74;-0.59
-1.000000;-1.000000;0.500000;1.400000;neutron;0.000000;0.75;-0.64;-0.14
-1.000000;-1.000000;0.500000;1.400000;neutron;0.000000;-0.98;0.21;-0.06
-1.000000;-1.000000;0.500000;1.400000;neutron;0.000000;0.40;-0.91;0.11
-1.000000;-1.000000;0.500000;2.069697;neutron;2.955067;-0.66;-0.68;0.32
-1.000000;-1.000000;0.500000;1.400000;alpha;2.992335;-0.66;-0.67;0.34
-1.000000;-1.000000;0.500000;7.069054;alpha;0.000000;0.52;-0.35;-0.78
-1.000000;-1.000000;0.500000;1.400000;alpha;2.422131;-0.22;-0.75;0.62
-1.000000;-1.000000;0.500000;2.910575;alpha;2.355268;-0.17;-0.75;0.64
-1.000000;-1.000000;0.500000;1.500000;neutron;2.384353;-0.16;-0.84;0.52
-1.000000;-1.000000;0.500000;1.500000;neutron;0.000000;0.86;-0.42;0.28
-1.000000;-1.000000;0.500000;10.349065;neutron;0.000000;0.73;-0.60;-0.33
-1.000000;-1.000000;0.500000;1.500000;neutron;0.000000;-0.50;0.72;-0.48
-1.000000;-1.000000;0.500000;5.585129;neutron;0.000000;0.93;-0.14;-0.34
-1.000000;-1.000000;0.500000;1.678183;neutron;1.742461;-0.41;-0.30;0.86
-1.000000;-1.000000;0.500000;1.500000;neutron;2.050507;-0.98;-0.22;0.02
-1.000000;-1.000000;0.500000;1.500000;neutron;0.000000;-0.22;0.81;-0.54
-1.000000;-1.000000;0.500000;10.783512;alpha;0.000000;-0.15;0.98;0.14
-1.000000;-1.000000;0.500000;1.500000;alpha;2.059640;-0.97;-0.04;0.24
-1.000000;-1.000000;0.500000;1.984365;alpha;0.000000;0.66;-0.73;0.18
-1.000000;-1.000000;0.500000;1.500000;alpha;0.000000;-0.43;0.90;0.03
-1.000000;-1.000000;0.500000;1.600000;neutron;2.603559;-0.77;-0.46;0.45
-1.000000;-1.000000;0.500000;1.600000;neutron;0.000000;-0.93;0.23;-0.28
-1.000000;-1.000000;0.500000;6.277058;neutron;0.509910;-0.07;-0.18;-0.98
-1.000000;-1.000000;0.500000;1.600000;neutron;0.000000;0.42;-0.20;0.88
-1.000000;-1.000000;0.500000;1.600000;neutron;0.000000;0.36;-0.01;0.93
-1.000000;-1.000000;0.500000;3.960584;neutron;2.039987;-0.42;-0.88;-0.25
-1.000000;-1.000000;0.500000;1.600000;alpha;0.000000;-0.38;0.54;-0.75
-1.000000;-1.000000;0.500000;9.003805;alpha;0.000000;-0.57;0.80;-0.19
-1.000000;-1.000000;0.500000;1.600000;alpha;1.508608;-0.05;-0.10;0.99
-1.000000;-1.000000;0.500000;10.428627;alpha;0.000000;-0.95;0.08;-0.32
-1.000000;-1.000000;0.500000;9.759730;neutron;0.522992;-0.27;-0.12;-0.96
-1.000000;-1.000000;0.500000;5.735016;neutron;0.000000;0.10;-0.35;-0.93
-1.000000;-1.000000;0.500000;10.023313;neutron;0.000000;0.76;-0.12;0.64
-1.000000;-1.000000;0.500000;10.497873;neutron;0.000000;-0.01;0.06;-1.00
-1.000000;-1.000000;0.500000;1.700000;neutron;0.752239;-0.55;-0.51;-0.66
-1.000000;-1.000000;0.500000;1.700000;alpha;0.000000;0.94;-0.22;0.25
-1.000000;-1.000000;0.500000;8.372426;alpha;0.000000;-0.63;0.71;-0.32
-1.000000;-1.000000;0.500000;7.478517;alpha;0.000000;0.62;-0.78;0.12
-1.000000;-1.000000;0.500000;4.578865;neutron;0.503809;-0.10;-0.07;-0.99
-1.000000;-1.000000;0.500000;9.092856;neutron;0.000000;-0.71;0.04;0.71
-1.000000;-1.000000;0.500000;11.074498;neutron;0.000000;0.25;-0.25;-0.94
-1.000000;-1.000000;0.500000;7.516905;neutron;0.000000;-0.22;0.80;-0.56
-1.000000;-1.000000;0.500000;4.979235;neutron;0.000000;-0.87;0.50;0.03
-1.000000;-1.000000;0.500000;1.800000;neutron;0.000000;-0.56;0.65;0.52
-1.000000;-1.000000;0.500000;4.177505;alpha;2.424454;-0.82;-0.54;0.17
-1.000000;-1.000000;0.500000;1.800000;alpha;1.562685;-0.10;-0.26;0.96
-1.000000;-1.000000;0.500000;1.800000;alpha;0.738670;-0.70;-0.22;-0.68
-1.000000;-1.000000;0.500000;1.800000;alpha;0.000000;0.95;-0.26;0.14
-1.000000;-1.000000;0.500000;7.522234;alpha;0.000000;-0.97;0.23;-0.04
-1.000000;-1.000000;0.500000;1.900000;neutron;0.000000;0.80;-0.21;-0.57
-1.000000;-1.000000;0.500000;1.900000;neutron;2.005463;-1.00;-0.07;0.03
-1.000000;-1.000000;0.500000;1.900000;neutron;2.763297;-0.70;-0.46;0.54
-1.000000;-1.000000;0.500000;1.900000;neutron;0.518200;-0.20;-0.17;-0.96
-1.000000;-1.000000;0.500000;1.900000;neutron;1.995634;-0.52;-0.40;0.75
-1.000000;-1.000000;0.500000;1.900000;neutron;0.000000;-0.20;0.68;0.71
-1.000000;-1.000000;0.500000;8.368432;neutron;2.260701;-0.75;-0.02;0.66
-1.000000;-1.000000;0.500000;1.900000;alpha;0.000000;-0.51;0.66;0.55
-1.000000;-1.000000;0.500000;1.900000;alpha;2.060820;-0.23;-0.97;0.08
-1.000000;-1.000000;0.500000;6.102890;alpha;0.000000;0.30;-0.78;-0.55
-1.000000;-1.000000;0.500000;2.000000;neutron;0.000000;-0.23;0.74;-0.63
-1.000000;-1.000000;0.500000;9.508626;neutron;0.000000;-0.08;0.85;-0.52
-1.000000;-1.000000;0.500000;2.000000;neutron;2.450255;-0.58;-0.82;0.02
-1.000000;-1.000000;0.500000;11.450632;neutron;0.000000;-0.48;0.81;0.33
-1.000000;-1.000000;0.500000;6.660333;neutron;0.000000;0.41;-0.08;-0.91
-1.000000;-1.000000;0.500000;2.000000;neutron;1.573193;-0.30;-0.01;0.95
-1.000000;-1.000000;0.500000;7.496403;neutron;0.000000;0.92;-0.36;-0.17
-1.000000;-1.000000;0.500000;8.017691;neutron;0.000000;0.99;-0.11;0.04
-1.000000;-1.000000;0.500000;2.000000;neutron;0.000000;-0.81;0.09;-0.58
-1.000000;-1.000000;0.500000;8.411022;alpha;1.897353;-0.10;-0.96;-0.26
-1.000000;-1.000000;0.500000;2.000000;alpha;2.011042;-0.99;-0.10;0.03
-1.000000;-1.000000;0.500000;2.000000;alpha;0.000000;0.65;-0.75;0.14
-1.000000;-1.000000;0.500000;5.859690;neutron;0.000000;-0.10;0.74;-0.66
-1.000000;-1.000000;0.500000;2.100000;neutron;1.776165;-0.40;-0.36;0.84
-1.000000;-1.000000;0.500000;2.100000;neutron;0.000000;-0.59;0.42;-0.68
-1.000000;-1.000000;0.500000;2.100000;neutron;0.000000;-0.76;0.29;0.59
-1.000000;-1.000000;0.500000;2.100000;neutron;2.188453;-0.05;-0.73;0.69
-1.000000;-1.000000;0.500000;2.100000;neutron;2.237210;-0.21;-0.71;0.67
-1.000000;-1.000000;0.500000;2.734481;neutron;0.000000;0.52;-0.55;-0.66
-1.000000;-1.000000;0.500000;12.082806;neutron;0.000000;0.92;-0.10;-0.38
-1.000000;-1.000000;0.500000;2.100000;alpha;0.000000;0.38;-0.91;0.16
-1.000000;-1.000000;0.500000;2.667496;alpha;2.348054;-0.13;-0.76;0.64
-1.000000;-1.000000;0.500000;9.897314;alpha;0.000000;-0.11;0.14;-0.98
-1.000000;-1.000000;0.500000;2.200000;neutron;0.000000;0.59;-0.64;0.50
-1.000000;-1.000000;0.500000;11.492222;neutron;0.000000;0.18;-0.93;-0.31
